# CIV.EXE — discovered functions (1142 total)
# fields: addr  seg  name  body_size  param_count  source

11c0:1bfd       11c0    FUN_11c0_1bfd                                        229    2  DEFAULT
11c0:1cec       11c0    FUN_11c0_1cec                                         70    3  DEFAULT
11c0:1d32       11c0    FUN_11c0_1d32                                         62    2  DEFAULT
11c0:1d70       11c0    FUN_11c0_1d70                                         70    3  DEFAULT
11c0:1db6       11c0    FUN_11c0_1db6                                         77    2  DEFAULT
11c0:1e03       11c0    FUN_11c0_1e03                                         57    2  DEFAULT
11c0:1e3c       11c0    FUN_11c0_1e3c                                        165    2  DEFAULT
11c0:1ee1       11c0    FUN_11c0_1ee1                                         97    3  DEFAULT
11c0:1f42       11c0    FUN_11c0_1f42                                        155    2  DEFAULT
11c0:1fdd       11c0    FUN_11c0_1fdd                                        296    2  DEFAULT
11c0:2105       11c0    FUN_11c0_2105                                         76    2  DEFAULT
11c0:2151       11c0    FUN_11c0_2151                                        235    2  DEFAULT
11c0:223c       11c0    FUN_11c0_223c                                         75    2  DEFAULT
11c0:2287       11c0    FUN_11c0_2287                                         75    2  DEFAULT
11c0:22d2       11c0    FUN_11c0_22d2                                         75    2  DEFAULT
11c0:231d       11c0    FUN_11c0_231d                                        224    3  DEFAULT
11c0:23fd       11c0    FUN_11c0_23fd                                         58    3  DEFAULT
11c0:2437       11c0    FUN_11c0_2437                                        460    3  DEFAULT
11c0:2603       11c0    FUN_11c0_2603                                        116    3  DEFAULT
11c0:2677       11c0    FUN_11c0_2677                                       1457    2  DEFAULT
11c0:2c32       11c0    FUN_11c0_2c32                                       1009    3  DEFAULT
11c0:3023       11c0    FUN_11c0_3023                                        978    2  DEFAULT
11c0:33f5       11c0    FUN_11c0_33f5                                         18    0  DEFAULT
11c0:3407       11c0    FUN_11c0_3407                                        573    3  DEFAULT
11c0:3644       11c0    FUN_11c0_3644                                        190    2  DEFAULT
11c0:3702       11c0    FUN_11c0_3702                                         84    4  DEFAULT
11c0:3beb       11c0    FUN_11c0_3beb                                        283    6  DEFAULT
11c8:0000       11c8    FUN_11c8_0000                                         61    0  DEFAULT
11c8:003d       11c8    FUN_11c8_003d                                         38    1  DEFAULT
11c8:0063       11c8    FUN_11c8_0063                                         39    3  DEFAULT
11c8:008a       11c8    FUN_11c8_008a                                         58    3  DEFAULT
11c8:00c4       11c8    FUN_11c8_00c4                                         96    2  DEFAULT
11c8:0124       11c8    FUN_11c8_0124                                        135    2  DEFAULT
11c8:01ab       11c8    FUN_11c8_01ab                                        178    4  DEFAULT
11c8:025d       11c8    FUN_11c8_025d                                         69    2  DEFAULT
11c8:02a4       11c8    FUN_11c8_02a4                                         70    2  DEFAULT
11c8:02ec       11c8    FUN_11c8_02ec                                         72    4  DEFAULT
11c8:0334       11c8    FUN_11c8_0334                                        120    1  DEFAULT
11c8:03ac       11c8    FUN_11c8_03ac                                        173    1  DEFAULT
11d0:0000       11d0    FUN_11d0_0000                                         16    0  DEFAULT
11d0:0010       11d0    FUN_11d0_0010                                        212    3  DEFAULT
11d0:00e4       11d0    FUN_11d0_00e4                                         49    4  DEFAULT
11d0:0115       11d0    FUN_11d0_0115                                        226    4  DEFAULT
11d0:01f7       11d0    FUN_11d0_01f7                                         54    2  DEFAULT
11d0:022d       11d0    FUN_11d0_022d                                        183    0  DEFAULT
11d0:02e4       11d0    FUN_11d0_02e4                                         41    3  DEFAULT
11d8:0000       11d8    FUN_11d8_0000                                       2165    1  DEFAULT
11d8:087f       11d8    FUN_11d8_087f                                        851    0  DEFAULT
11d8:0bd2       11d8    FUN_11d8_0bd2                                        102    1  DEFAULT
11d8:0c38       11d8    FUN_11d8_0c38                                         14    0  DEFAULT
11e0:0000       11e0    FUN_11e0_0000                                        545    0  DEFAULT
11e0:0221       11e0    FUN_11e0_0221                                       1789    3  DEFAULT
11e0:091e       11e0    FUN_11e0_091e                                         65    1  DEFAULT
11e0:095f       11e0    FUN_11e0_095f                                        113    0  DEFAULT
11e0:09d0       11e0    FUN_11e0_09d0                                         90    0  DEFAULT
11e0:0a2a       11e0    FUN_11e0_0a2a                                        329    4  DEFAULT
11e0:0b73       11e0    FUN_11e0_0b73                                        259    4  DEFAULT
11e8:0000       11e8    FUN_11e8_0000                                        117    0  DEFAULT
11e8:0075       11e8    FUN_11e8_0075                                        181    0  DEFAULT
11e8:012a       11e8    FUN_11e8_012a                                        364    0  DEFAULT
11e8:0296       11e8    FUN_11e8_0296                                         14    0  DEFAULT
11e8:02a4       11e8    FUN_11e8_02a4                                         87    1  DEFAULT
11e8:02fb       11e8    FUN_11e8_02fb                                         60    0  DEFAULT
11e8:0337       11e8    FUN_11e8_0337                                        461    0  DEFAULT
11e8:0504       11e8    FUN_11e8_0504                                        368    5  DEFAULT
11e8:0674       11e8    FUN_11e8_0674                                        335    3  DEFAULT
11e8:07c3       11e8    FUN_11e8_07c3                                        261    2  DEFAULT
11e8:08c8       11e8    FUN_11e8_08c8                                         14    0  DEFAULT
11e8:08d6       11e8    FUN_11e8_08d6                                         42    5  DEFAULT
11e8:0900       11e8    FUN_11e8_0900                                         18    0  DEFAULT
11e8:0912       11e8    FUN_11e8_0912                                        106    7  DEFAULT
11e8:097c       11e8    FUN_11e8_097c                                        123    5  DEFAULT
11e8:09f7       11e8    FUN_11e8_09f7                                         69    1  DEFAULT
11e8:0a3c       11e8    FUN_11e8_0a3c                                         55    1  DEFAULT
11e8:0b40       11e8    FUN_11e8_0b40                                         54    1  DEFAULT
11e8:0d81       11e8    FUN_11e8_0d81                                         39    1  DEFAULT
11e8:0da8       11e8    FUN_11e8_0da8                                         39    1  DEFAULT
11e8:0dcf       11e8    FUN_11e8_0dcf                                         72    2  DEFAULT
11e8:0e19       11e8    FUN_11e8_0e19                                         71    3  DEFAULT
11f0:0000       11f0    FUN_11f0_0000                                       4246    1  DEFAULT
11f0:447f       11f0    FUN_11f0_447f                                         85    2  DEFAULT
11f0:44d4       11f0    FUN_11f0_44d4                                        139    2  DEFAULT
11f0:455f       11f0    FUN_11f0_455f                                        124    2  DEFAULT
11f0:45db       11f0    FUN_11f0_45db                                        177    2  DEFAULT
11f0:468c       11f0    FUN_11f0_468c                                       1946    2  DEFAULT
11f0:4e26       11f0    FUN_11f0_4e26                                        122    2  DEFAULT
11f0:4ea0       11f0    FUN_11f0_4ea0                                        152    0  DEFAULT
11f0:4f38       11f0    FUN_11f0_4f38                                        210    2  DEFAULT
11f8:0000       11f8    FUN_11f8_0000                                        128    2  DEFAULT
11f8:0080       11f8    FUN_11f8_0080                                         69    2  DEFAULT
11f8:00c5       11f8    FUN_11f8_00c5                                         55    2  DEFAULT
11f8:00fc       11f8    FUN_11f8_00fc                                         78    2  DEFAULT
11f8:014a       11f8    FUN_11f8_014a                                        101    2  DEFAULT
11f8:01af       11f8    FUN_11f8_01af                                         44    2  DEFAULT
11f8:01db       11f8    FUN_11f8_01db                                         44    2  DEFAULT
11f8:0207       11f8    FUN_11f8_0207                                        113    2  DEFAULT
11f8:0278       11f8    FUN_11f8_0278                                        343    3  DEFAULT
1200:0000       1200    FUN_1200_0000                                         22    1  DEFAULT
1200:0016       1200    FUN_1200_0016                                         14    0  DEFAULT
1200:0024       1200    FUN_1200_0024                                         14    0  DEFAULT
1200:0032       1200    FUN_1200_0032                                         14    0  DEFAULT
1200:0040       1200    FUN_1200_0040                                         14    0  DEFAULT
1200:004e       1200    FUN_1200_004e                                         14    0  DEFAULT
1200:005c       1200    FUN_1200_005c                                         14    0  DEFAULT
1200:006a       1200    FUN_1200_006a                                         14    0  DEFAULT
1200:0078       1200    FUN_1200_0078                                         34    1  DEFAULT
1200:009a       1200    FUN_1200_009a                                         14    0  DEFAULT
1200:00a8       1200    FUN_1200_00a8                                         96    4  DEFAULT
1200:0108       1200    FUN_1200_0108                                         14    0  DEFAULT
1200:0116       1200    FUN_1200_0116                                         42    5  DEFAULT
1200:0140       1200    FUN_1200_0140                                         14    0  DEFAULT
1200:014e       1200    FUN_1200_014e                                         14    0  DEFAULT
1200:015c       1200    FUN_1200_015c                                         14    0  DEFAULT
1200:016a       1200    FUN_1200_016a                                         14    0  DEFAULT
1200:0178       1200    FUN_1200_0178                                         14    0  DEFAULT
1200:0186       1200    FUN_1200_0186                                         18    0  DEFAULT
1208:0000       1208    FUN_1208_0000                                         68    1  DEFAULT
1208:0054       1208    WDWMAPPROC                                           203    4  IMPORTED
1208:0af1       1208    FUN_1208_0af1                                        933    0  DEFAULT
1208:0e96       1208    FUN_1208_0e96                                        204    1  DEFAULT
1208:0f62       1208    FUN_1208_0f62                                        356    2  DEFAULT
1208:10c6       1208    FUN_1208_10c6                                        231    1  DEFAULT
1208:11ad       1208    FUN_1208_11ad                                        109    0  DEFAULT
1208:121a       1208    FUN_1208_121a                                        699    1  DEFAULT
1208:14d5       1208    FUN_1208_14d5                                         95    2  DEFAULT
1208:1534       1208    FUN_1208_1534                                        678    3  DEFAULT
1208:17da       1208    FUN_1208_17da                                        140    3  DEFAULT
1208:1866       1208    FUN_1208_1866                                       1211    5  DEFAULT
1208:1d21       1208    FUN_1208_1d21                                        182    5  DEFAULT
1208:1dd7       1208    FUN_1208_1dd7                                        397    4  DEFAULT
1208:1f64       1208    FUN_1208_1f64                                        253    2  DEFAULT
1208:2061       1208    FUN_1208_2061                                         80    4  DEFAULT
1208:20b1       1208    FUN_1208_20b1                                        138    2  DEFAULT
1208:213b       1208    FUN_1208_213b                                        294    2  DEFAULT
1208:2261       1208    FUN_1208_2261                                         86    1  DEFAULT
1208:22b7       1208    FUN_1208_22b7                                        185    0  DEFAULT
1210:0000       1210    WDWSMMAPPROC                                          77    4  IMPORTED
1210:025b       1210    FUN_1210_025b                                        756    0  DEFAULT
1210:054f       1210    FUN_1210_054f                                         31    1  DEFAULT
1210:056e       1210    FUN_1210_056e                                        200    4  DEFAULT
1210:0636       1210    FUN_1210_0636                                        231    0  DEFAULT
1210:071d       1210    FUN_1210_071d                                         34    0  DEFAULT
1210:073f       1210    FUN_1210_073f                                         28    2  DEFAULT
1210:075b       1210    FUN_1210_075b                                         83    2  DEFAULT
1210:07ae       1210    FUN_1210_07ae                                        397    3  DEFAULT
1210:093b       1210    FUN_1210_093b                                        121    0  DEFAULT
1210:09b4       1210    FUN_1210_09b4                                       1920    2  DEFAULT
1210:1134       1210    FUN_1210_1134                                        132    0  DEFAULT
1218:0000       1218    WDWSTATUSPROC                                         77    4  IMPORTED
1218:0386       1218    FUN_1218_0386                                        696    0  DEFAULT
1218:063e       1218    FUN_1218_063e                                        123    0  DEFAULT
1218:06b9       1218    FUN_1218_06b9                                         34    0  DEFAULT
1218:06db       1218    FUN_1218_06db                                        162    2  DEFAULT
1218:077d       1218    FUN_1218_077d                                        132    0  DEFAULT
1218:0801       1218    FUN_1218_0801                                        341    2  DEFAULT
1218:0956       1218    FUN_1218_0956                                        176    2  DEFAULT
1218:0a06       1218    FUN_1218_0a06                                        185    2  DEFAULT
1218:0abf       1218    FUN_1218_0abf                                        184    2  DEFAULT
1220:0000       1220    FUN_1220_0000                                        210    3  DEFAULT
1220:00d2       1220    FUN_1220_00d2                                        132    2  DEFAULT
1220:0156       1220    FUN_1220_0156                                       3042    8  DEFAULT
1220:0d38       1220    FUN_1220_0d38                                        384    2  DEFAULT
1220:0eb8       1220    FUN_1220_0eb8                                        119    0  DEFAULT
1220:0f2f       1220    FUN_1220_0f2f                                        336    2  DEFAULT
1220:1086       1220    FUN_1220_1086                                        197    5  DEFAULT
1220:114b       1220    FUN_1220_114b                                        191    5  DEFAULT
1220:120a       1220    FUN_1220_120a                                        127    6  DEFAULT
1220:1289       1220    FUN_1220_1289                                        101    4  DEFAULT
1220:16fd       1220    FUN_1220_16fd                                        569   13  DEFAULT
1220:1936       1220    FUN_1220_1936                                         83    4  DEFAULT
1608:0000       1608    GLOBALALLOC                                            4    0  DEFAULT
1608:0004       1608    GLOBALREALLOC                                          4    0  DEFAULT
1608:0008       1608    GLOBALFREE                                             4    0  DEFAULT
1608:000c       1608    GLOBALLOCK                                             4    0  DEFAULT
1608:0010       1608    GLOBALUNLOCK                                           4    0  DEFAULT
1608:0014       1608    GLOBALSIZE                                             4    0  DEFAULT
1608:0018       1608    GLOBALHANDLE                                           4    0  DEFAULT
1608:001c       1608    GLOBALCOMPACT                                          4    0  DEFAULT
1608:0020       1608    WAITEVENT                                              4    0  DEFAULT
1608:0024       1608    GETMODULEFILENAME                                      4    0  DEFAULT
1608:0028       1608    MAKEPROCINSTANCE                                       4    0  DEFAULT
1608:002c       1608    FREEPROCINSTANCE                                       4    0  DEFAULT
1608:0030       1608    FINDRESOURCE                                           4    0  DEFAULT
1608:0034       1608    LOADRESOURCE                                           4    0  DEFAULT
1608:0038       1608    FREERESOURCE                                           4    0  DEFAULT
1608:003c       1608    _LCLOSE                                                4    0  DEFAULT
1608:0040       1608    _LREAD                                                 4    0  DEFAULT
1608:0044       1608    _LCREAT                                                4    0  DEFAULT
1608:0048       1608    _LLSEEK                                                4    0  DEFAULT
1608:004c       1608    _LOPEN                                                 4    0  DEFAULT
1608:0050       1608    _LWRITE                                                4    0  DEFAULT
1608:0054       1608    LSTRCPY                                                4    0  DEFAULT
1608:0058       1608    LSTRLEN                                                4    0  DEFAULT
1608:005c       1608    INITTASK                                               4    0  DEFAULT
1608:0060       1608    LOADLIBRARY                                            4    0  DEFAULT
1608:0064       1608    __AHSHIFT                                              4    0  DEFAULT
1608:0068       1608    GETDOSENVIRONMENT                                      4    0  DEFAULT
1608:006c       1608    GETWINFLAGS                                            4    0  DEFAULT
1608:0070       1608    GETFREESPACE                                           4    0  DEFAULT
1608:0074       1608    HMEMCPY                                                4    0  DEFAULT
1608:0078       1608    _HREAD                                                 4    0  DEFAULT
1608:007c       1608    _HWRITE                                                4    0  DEFAULT
1608:0080       1608    MESSAGEBOX                                             4    0  DEFAULT
1608:0084       1608    INITAPP                                                4    0  DEFAULT
1608:0088       1608    POSTQUITMESSAGE                                        4    0  DEFAULT
1608:008c       1608    SETTIMER                                               4    0  DEFAULT
1608:0090       1608    KILLTIMER                                              4    0  DEFAULT
1608:0094       1608    GETTICKCOUNT                                           4    0  DEFAULT
1608:0098       1608    GETCURSORPOS                                           4    0  DEFAULT
1608:009c       1608    SETCAPTURE                                             4    0  DEFAULT
1608:00a0       1608    RELEASECAPTURE                                         4    0  DEFAULT
1608:00a4       1608    SETFOCUS                                               4    0  DEFAULT
1608:00a8       1608    SCREENTOCLIENT                                         4    0  DEFAULT
1608:00ac       1608    GETWINDOWRECT                                          4    0  DEFAULT
1608:00b0       1608    GETCLIENTRECT                                          4    0  DEFAULT
1608:00b4       1608    ENABLEWINDOW                                           4    0  DEFAULT
1608:00b8       1608    ISWINDOWENABLED                                        4    0  DEFAULT
1608:00bc       1608    GETWINDOWTEXT                                          4    0  DEFAULT
1608:00c0       1608    SETWINDOWTEXT                                          4    0  DEFAULT
1608:00c4       1608    BEGINPAINT                                             4    0  DEFAULT
1608:00c8       1608    ENDPAINT                                               4    0  DEFAULT
1608:00cc       1608    CREATEWINDOW                                           4    0  DEFAULT
1608:00d0       1608    SHOWWINDOW                                             4    0  DEFAULT
1608:00d4       1608    GETPARENT                                              4    0  DEFAULT
1608:00d8       1608    ISCHILD                                                4    0  DEFAULT
1608:00dc       1608    DESTROYWINDOW                                          4    0  DEFAULT
1608:00e0       1608    MOVEWINDOW                                             4    0  DEFAULT
1608:00e4       1608    REGISTERCLASS                                          4    0  DEFAULT
1608:00e8       1608    SETSCROLLPOS                                           4    0  DEFAULT
1608:00ec       1608    SETSCROLLRANGE                                         4    0  DEFAULT
1608:00f0       1608    GETSCROLLRANGE                                         4    0  DEFAULT
1608:00f4       1608    GETDC                                                  4    0  DEFAULT
1608:00f8       1608    RELEASEDC                                              4    0  DEFAULT
1608:00fc       1608    SETCURSOR                                              4    0  DEFAULT
1608:0100       1608    SETRECT                                                4    0  DEFAULT
1608:0104       1608    PTINRECT                                               4    0  DEFAULT
1608:0108       1608    OFFSETRECT                                             4    0  DEFAULT
1608:010c       1608    INFLATERECT                                            4    0  DEFAULT
1608:0110       1608    FILLRECT                                               4    0  DEFAULT
1608:0114       1608    FRAMERECT                                              4    0  DEFAULT
1608:0118       1608    DRAWTEXT                                               4    0  DEFAULT
1608:011c       1608    CREATEDIALOG                                           4    0  DEFAULT
1608:0120       1608    ISDIALOGMESSAGE                                        4    0  DEFAULT
1608:0124       1608    GETDLGITEM                                             4    0  DEFAULT
1608:0128       1608    SENDDLGITEMMESSAGE                                     4    0  DEFAULT
1608:012c       1608    MESSAGEBEEP                                            4    0  DEFAULT
1608:0130       1608    DEFWINDOWPROC                                          4    0  DEFAULT
1608:0134       1608    PEEKMESSAGE                                            4    0  DEFAULT
1608:0138       1608    SENDMESSAGE                                            4    0  DEFAULT
1608:013c       1608    TRANSLATEMESSAGE                                       4    0  DEFAULT
1608:0140       1608    DISPATCHMESSAGE                                        4    0  DEFAULT
1608:0144       1608    UPDATEWINDOW                                           4    0  DEFAULT
1608:0148       1608    INVALIDATERECT                                         4    0  DEFAULT
1608:014c       1608    VALIDATERECT                                           4    0  DEFAULT
1608:0150       1608    GETWINDOWWORD                                          4    0  DEFAULT
1608:0154       1608    SETWINDOWWORD                                          4    0  DEFAULT
1608:0158       1608    SETWINDOWLONG                                          4    0  DEFAULT
1608:015c       1608    CHECKMENUITEM                                          4    0  DEFAULT
1608:0160       1608    ENABLEMENUITEM                                         4    0  DEFAULT
1608:0164       1608    GETMENU                                                4    0  DEFAULT
1608:0168       1608    DRAWMENUBAR                                            4    0  DEFAULT
1608:016c       1608    WINHELP                                                4    0  DEFAULT
1608:0170       1608    LOADCURSOR                                             4    0  DEFAULT
1608:0174       1608    LOADICON                                               4    0  DEFAULT
1608:0178       1608    LOADACCELERATORS                                       4    0  DEFAULT
1608:017c       1608    TRANSLATEACCELERATOR                                   4    0  DEFAULT
1608:0180       1608    GETSYSTEMMETRICS                                       4    0  DEFAULT
1608:0184       1608    CREATEDIALOGINDIRECT                                   4    0  DEFAULT
1608:0188       1608    GETKEYBOARDSTATE                                       4    0  DEFAULT
1608:018c       1608    SETKEYBOARDSTATE                                       4    0  DEFAULT
1608:0190       1608    GETDIALOGBASEUNITS                                     4    0  DEFAULT
1608:0194       1608    GETDLGCTRLID                                           4    0  DEFAULT
1608:0198       1608    SELECTPALETTE                                          4    0  DEFAULT
1608:019c       1608    REALIZEPALETTE                                         4    0  DEFAULT
1608:01a0       1608    GETFREESYSTEMRESOURCES                                 4    0  DEFAULT
1608:01a4       1608    GETDESKTOPWINDOW                                       4    0  DEFAULT
1608:01a8       1608    DEFDLGPROC                                             4    0  DEFAULT
1608:01ac       1608    MODIFYMENU                                             4    0  DEFAULT
1608:01b0       1608    SETBKCOLOR                                             4    0  DEFAULT
1608:01b4       1608    SETBKMODE                                              4    0  DEFAULT
1608:01b8       1608    SETPOLYFILLMODE                                        4    0  DEFAULT
1608:01bc       1608    SETTEXTCOLOR                                           4    0  DEFAULT
1608:01c0       1608    LINETO                                                 4    0  DEFAULT
1608:01c4       1608    MOVETO                                                 4    0  DEFAULT
1608:01c8       1608    SETPIXEL                                               4    0  DEFAULT
1608:01cc       1608    TEXTOUT                                                4    0  DEFAULT
1608:01d0       1608    BITBLT                                                 4    0  DEFAULT
1608:01d4       1608    POLYGON                                                4    0  DEFAULT
1608:01d8       1608    POLYLINE                                               4    0  DEFAULT
1608:01dc       1608    SELECTOBJECT                                           4    0  DEFAULT
1608:01e0       1608    CREATEBITMAP                                           4    0  DEFAULT
1608:01e4       1608    CREATECOMPATIBLEDC                                     4    0  DEFAULT
1608:01e8       1608    CREATEFONT                                             4    0  DEFAULT
1608:01ec       1608    CREATEFONTINDIRECT                                     4    0  DEFAULT
1608:01f0       1608    CREATEPATTERNBRUSH                                     4    0  DEFAULT
1608:01f4       1608    CREATEPEN                                              4    0  DEFAULT
1608:01f8       1608    CREATESOLIDBRUSH                                       4    0  DEFAULT
1608:01fc       1608    DELETEDC                                               4    0  DEFAULT
1608:0200       1608    DELETEOBJECT                                           4    0  DEFAULT
1608:0204       1608    GETBITMAPBITS                                          4    0  DEFAULT
1608:0208       1608    GETBKCOLOR                                             4    0  DEFAULT
1608:020c       1608    GETBKMODE                                              4    0  DEFAULT
1608:0210       1608    GETDEVICECAPS                                          4    0  DEFAULT
1608:0214       1608    GETPIXEL                                               4    0  DEFAULT
1608:0218       1608    GETSTOCKOBJECT                                         4    0  DEFAULT
1608:021c       1608    GETTEXTCOLOR                                           4    0  DEFAULT
1608:0220       1608    GETTEXTEXTENT                                          4    0  DEFAULT
1608:0224       1608    GETTEXTMETRICS                                         4    0  DEFAULT
1608:0228       1608    SETBITMAPBITS                                          4    0  DEFAULT
1608:022c       1608    ADDFONTRESOURCE                                        4    0  DEFAULT
1608:0230       1608    REMOVEFONTRESOURCE                                     4    0  DEFAULT
1608:0234       1608    UNREALIZEOBJECT                                        4    0  DEFAULT
1608:0238       1608    GETBITMAPDIMENSION                                     4    0  DEFAULT
1608:023c       1608    SETBITMAPDIMENSION                                     4    0  DEFAULT
1608:0240       1608    ENUMFONTFAMILIES                                       4    0  DEFAULT
1608:0244       1608    SETTEXTALIGN                                           4    0  DEFAULT
1608:0248       1608    CREATEPALETTE                                          4    0  DEFAULT
1608:024c       1608    SETPALETTEENTRIES                                      4    0  DEFAULT
1608:0250       1608    ANIMATEPALETTE                                         4    0  DEFAULT
1608:0254       1608    GETSYSTEMPALETTEENTRIES                                4    0  DEFAULT
1608:0258       1608    CREATEDIBITMAP                                         4    0  DEFAULT
1608:025c       1608    __FPMATH                                               4    0  DEFAULT
1608:0260       1608    SNDPLAYSOUND                                           4    0  DEFAULT
1608:0264       1608    MCISENDCOMMAND                                         4    0  DEFAULT
1608:0268       1608    GETOPENFILENAME                                        4    0  DEFAULT
1608:026c       1608    GETSAVEFILENAME                                        4    0  DEFAULT
1608:0270       1608    COMMDLGEXTENDEDERROR                                   4    0  DEFAULT
